subject,keyword,wav_index,Start,End,Label,Manually_Revised,Manually_Removed,fig_index,RICK_v2.0,RICK_v2.R
1,Backward,41,3991600,4051600,Test,FALSE,FALSE,40,TRUE,TRUE
1,Backward,42,4101440,4161440,Test,FALSE,FALSE,41,TRUE,TRUE
1,Backward,43,4214400,4274400,Test,FALSE,FALSE,42,TRUE,TRUE
1,Backward,44,4315880,4375880,Val,FALSE,FALSE,43,TRUE,TRUE
1,Backward,45,4424600,4484600,Train,FALSE,FALSE,44,TRUE,
1,Backward,46,4541240,4601240,Train,FALSE,FALSE,45,TRUE,
1,Backward,47,4653600,4713600,Train,FALSE,FALSE,46,TRUE,
1,Backward,48,4770160,4830120,Train,FALSE,FALSE,47,TRUE,
1,Backward,49,4875880,4935880,Val,FALSE,FALSE,48,TRUE,TRUE
1,Backward,50,4985640,5045600,Train,FALSE,FALSE,49,TRUE,
1,Backward,51,5166440,5226440,Test,FALSE,FALSE,50,TRUE,TRUE
1,Backward,52,5270400,5330400,Test,FALSE,FALSE,51,,
1,Backward,53,5373160,5433120,Test,FALSE,FALSE,52,,
1,Backward,54,5481920,5541880,Train,FALSE,FALSE,53,TRUE,
1,Backward,55,5584800,5644760,Train,FALSE,FALSE,54,,
1,Backward,56,5686480,5746480,Val,FALSE,FALSE,55,TRUE,TRUE
1,Backward,57,5796040,5856040,Val,FALSE,FALSE,56,TRUE,TRUE
1,Backward,58,5886800,5946800,Train,FALSE,FALSE,57,,
1,Birds,1,68720,128720,Val,FALSE,FALSE,0,TRUE,TRUE
1,Birds,2,172840,232800,Train,FALSE,FALSE,1,TRUE,TRUE
1,Birds,3,275080,335040,Train,FALSE,FALSE,2,TRUE,
1,Birds,4,376920,436920,Train,FALSE,FALSE,3,TRUE,
1,Birds,5,474400,534400,Train,FALSE,FALSE,4,TRUE,
1,Birds,6,576040,636000,Train,FALSE,FALSE,5,TRUE,
1,Birds,7,669520,729520,Val,FALSE,FALSE,6,,
1,Birds,8,763760,823720,Train,FALSE,FALSE,7,TRUE,
1,Birds,9,859800,919760,Train,FALSE,FALSE,8,,
1,Birds,10,956120,1016120,Train,FALSE,FALSE,9,,
1,Birds,11,1044920,1104880,Val,FALSE,FALSE,10,TRUE,TRUE
1,Birds,12,1136120,1196120,Val,FALSE,FALSE,11,TRUE,TRUE
1,Birds,13,1229080,1289040,Train,FALSE,FALSE,12,TRUE,TRUE
1,Birds,14,1327640,1387640,Train,FALSE,FALSE,13,TRUE,TRUE
1,Birds,15,1421880,1481880,Val,FALSE,FALSE,14,TRUE,TRUE
1,Birds,16,1519760,1579720,Train,FALSE,FALSE,15,TRUE,TRUE
1,Birds,17,1621960,1681920,Train,FALSE,FALSE,16,TRUE,TRUE
1,Birds,18,1716120,1776080,Train,FALSE,FALSE,17,TRUE,TRUE
1,Birds,19,1816480,1876440,Test,FALSE,FALSE,18,TRUE,TRUE
1,Birds,20,1908800,1968800,Train,FALSE,FALSE,19,TRUE,TRUE
1,Birds,21,2008640,2068640,Test,FALSE,FALSE,20,TRUE,TRUE
1,Birds,22,2103280,2163240,Train,FALSE,FALSE,21,TRUE,
1,Birds,23,2206960,2266960,Train,FALSE,FALSE,22,TRUE,
1,Birds,24,2309600,2369560,Test,FALSE,FALSE,23,TRUE,TRUE
1,Birds,25,2404640,2464600,Train,FALSE,FALSE,24,TRUE,
1,Birds,26,2505840,2565840,Test,FALSE,FALSE,25,TRUE,TRUE
1,Birds,27,2607040,2667000,Test,FALSE,FALSE,26,TRUE,TRUE
1,Birds,28,2700840,2760800,Test,FALSE,FALSE,27,TRUE,TRUE
1,Birds,29,2796680,2856640,Train,FALSE,FALSE,28,TRUE,
1,Birds,30,2888240,2948200,Train,FALSE,FALSE,29,TRUE,
1,Birds,31,2982760,3042760,Test,FALSE,FALSE,30,TRUE,TRUE
1,Birds,32,3078160,3138160,Train,FALSE,FALSE,31,TRUE,
1,Birds,33,3178520,3238520,Train,FALSE,FALSE,32,TRUE,
1,Birds,34,3272040,3332040,Train,FALSE,FALSE,33,TRUE,
1,Birds,35,3371880,3431840,Train,FALSE,FALSE,34,TRUE,
1,Birds,36,3463160,3523160,Train,FALSE,FALSE,35,TRUE,
1,Birds,37,3562480,3622440,Val,FALSE,FALSE,36,TRUE,TRUE
1,Birds,38,3656320,3716320,Train,FALSE,FALSE,37,TRUE,
1,Birds,39,3756080,3816040,Val,FALSE,FALSE,38,TRUE,TRUE
1,Birds,40,3857320,3917280,Test,FALSE,FALSE,39,TRUE,TRUE
1,Birds,41,3957360,4017320,Train,FALSE,FALSE,40,TRUE,
1,Birds,42,4056200,4116200,Val,FALSE,FALSE,41,TRUE,TRUE
1,Birds,43,4150240,4210240,Train,FALSE,FALSE,42,TRUE,
1,Birds,44,4242520,4302520,Train,FALSE,FALSE,43,TRUE,
1,Birds,45,4336160,4396160,Test,FALSE,FALSE,44,TRUE,TRUE
1,Birds,46,4426840,4486840,Train,FALSE,FALSE,45,TRUE,
1,Birds,47,4513680,4573640,Val,FALSE,FALSE,46,TRUE,TRUE
1,Birds,48,4656720,4716680,Train,FALSE,FALSE,47,TRUE,
1,Birds,49,4751320,4811320,Val,FALSE,FALSE,48,TRUE,TRUE
1,Birds,50,4850840,4910800,Train,FALSE,FALSE,49,TRUE,
1,Birds,51,4947360,5007360,Test,FALSE,FALSE,50,TRUE,TRUE
1,Birds,52,5039360,5099360,Test,FALSE,FALSE,51,,
1,Birds,53,5122040,5182040,Train,FALSE,FALSE,52,TRUE,
1,Birds,54,5210400,5270360,Val,FALSE,FALSE,53,TRUE,TRUE
1,Continue,1,75800,135760,Train,FALSE,FALSE,0,TRUE,TRUE
1,Continue,2,183440,243440,Train,FALSE,FALSE,1,TRUE,TRUE
1,Continue,3,285440,345440,Train,FALSE,FALSE,2,TRUE,TRUE
1,Continue,4,382600,442560,Train,FALSE,FALSE,3,TRUE,
1,Continue,5,496240,556200,Val,FALSE,FALSE,4,TRUE,TRUE
1,Continue,6,594040,654000,Test,FALSE,FALSE,5,,
1,Continue,7,699920,759880,Test,FALSE,FALSE,6,,
1,Continue,8,812360,872320,Train,FALSE,FALSE,7,,
1,Continue,9,921480,981480,Val,FALSE,FALSE,8,,
1,Continue,10,1027880,1087840,Train,FALSE,FALSE,9,,
1,Continue,11,1133400,1193400,Test,FALSE,FALSE,10,TRUE,TRUE
1,Continue,12,1233320,1293320,Train,FALSE,FALSE,11,TRUE,TRUE
1,Continue,13,1329080,1389040,Val,FALSE,FALSE,12,TRUE,TRUE
1,Continue,14,1418560,1478520,Val,FALSE,FALSE,13,TRUE,TRUE
1,Continue,15,1556720,1616680,Train,FALSE,FALSE,14,TRUE,TRUE
1,Continue,16,1647960,1707960,Val,FALSE,FALSE,15,TRUE,TRUE
1,Continue,17,1735880,1795880,Val,FALSE,FALSE,16,TRUE,TRUE
1,Continue,18,1823400,1883400,Train,FALSE,FALSE,17,TRUE,TRUE
1,Continue,19,1911320,1971320,Test,FALSE,FALSE,18,TRUE,TRUE
1,Continue,20,1997800,2057760,Test,FALSE,FALSE,19,TRUE,TRUE
1,Continue,21,2088200,2148200,Train,FALSE,FALSE,20,TRUE,TRUE
1,Continue,22,2171200,2231200,Train,FALSE,FALSE,21,TRUE,
1,Continue,23,2258160,2318120,Train,FALSE,FALSE,22,TRUE,
1,Continue,24,2342320,2402320,Train,FALSE,FALSE,23,TRUE,
1,Continue,25,2427240,2487200,Test,FALSE,FALSE,24,TRUE,TRUE
1,Continue,26,2507080,2567080,Train,FALSE,FALSE,25,TRUE,
1,Continue,27,2589880,2649880,Train,FALSE,FALSE,26,TRUE,
1,Continue,28,2681240,2741200,Test,FALSE,FALSE,27,TRUE,TRUE
1,Continue,29,2815000,2875000,Train,FALSE,FALSE,28,TRUE,
1,Continue,30,2901400,2961400,Train,FALSE,FALSE,29,TRUE,
1,Continue,31,2988520,3048480,Val,FALSE,FALSE,30,TRUE,TRUE
1,Continue,32,3070560,3130560,Test,FALSE,FALSE,31,TRUE,TRUE
1,Continue,33,3153320,3213320,Train,FALSE,FALSE,32,TRUE,
1,Continue,34,3239720,3299720,Train,FALSE,FALSE,33,TRUE,
1,Continue,35,3327320,3387280,Train,FALSE,FALSE,34,TRUE,
1,Continue,36,3407800,3467760,Test,FALSE,FALSE,35,TRUE,TRUE
1,Continue,37,3490040,3550040,Test,FALSE,FALSE,36,TRUE,TRUE
1,Continue,38,3575280,3635240,Train,FALSE,FALSE,37,TRUE,
1,Continue,39,3661400,3721360,Train,FALSE,FALSE,38,TRUE,
1,Continue,40,3759560,3819520,Train,FALSE,FALSE,39,TRUE,
1,Continue,41,3879160,3939160,Val,FALSE,FALSE,40,TRUE,TRUE
1,Continue,42,3987320,4047320,Test,FALSE,FALSE,41,TRUE,TRUE
1,Continue,43,4125280,4185280,Train,FALSE,FALSE,42,TRUE,
1,Continue,44,4242000,4302000,Train,FALSE,FALSE,43,TRUE,
1,Continue,45,4336640,4396600,Train,FALSE,FALSE,44,TRUE,
1,Continue,46,4444720,4504720,Train,FALSE,FALSE,45,TRUE,
1,Continue,47,4545440,4605440,Val,FALSE,FALSE,46,TRUE,TRUE
1,Continue,48,4647280,4707280,Test,FALSE,FALSE,47,TRUE,TRUE
1,Continue,49,4760360,4820360,Train,FALSE,FALSE,48,TRUE,
1,Continue,50,4867440,4927400,Train,FALSE,FALSE,49,TRUE,
1,Continue,51,4976800,5036800,Train,FALSE,FALSE,50,TRUE,
1,Continue,52,5088560,5148520,Train,FALSE,FALSE,51,TRUE,
1,Continue,53,5215000,5275000,Train,FALSE,FALSE,52,TRUE,
1,Continue,54,5307920,5367880,Train,FALSE,FALSE,53,,
1,Continue,55,5402200,5462200,Train,FALSE,FALSE,54,,
1,Continue,56,5494720,5554720,Val,FALSE,FALSE,55,TRUE,TRUE
1,Continue,57,5591280,5651240,Train,FALSE,FALSE,56,,
1,Continue,58,5682920,5742880,Val,FALSE,FALSE,57,TRUE,TRUE
1,Continue,59,5782680,5842680,Val,FALSE,FALSE,58,,
1,Down,1,73160,133120,Train,FALSE,FALSE,0,TRUE,TRUE
1,Down,2,197480,257480,Train,FALSE,FALSE,1,TRUE,TRUE
1,Down,3,313280,373280,Train,FALSE,FALSE,2,TRUE,
1,Down,4,459080,519040,Train,FALSE,FALSE,3,TRUE,
1,Down,5,565800,625760,Train,FALSE,FALSE,4,TRUE,
1,Down,6,669240,729240,Train,FALSE,FALSE,5,TRUE,
1,Down,7,782560,842520,Train,FALSE,FALSE,6,,
1,Down,8,895400,955400,Train,FALSE,FALSE,7,,
1,Down,9,1014560,1074560,Val,FALSE,FALSE,8,,
1,Down,10,1116160,1176160,Test,FALSE,FALSE,9,,
1,Down,11,1217920,1277920,Train,FALSE,FALSE,10,TRUE,TRUE
1,Down,12,1316240,1376200,Train,FALSE,FALSE,11,TRUE,TRUE
1,Down,13,1415320,1475320,Train,FALSE,FALSE,12,TRUE,TRUE
1,Down,14,1518280,1578240,Val,FALSE,FALSE,13,TRUE,TRUE
1,Down,15,1608800,1668800,Train,FALSE,FALSE,14,TRUE,TRUE
1,Down,16,1701000,1761000,Test,FALSE,FALSE,15,TRUE,TRUE
1,Down,17,1788160,1848160,Test,FALSE,FALSE,16,TRUE,TRUE
1,Down,18,1879200,1939200,Train,FALSE,FALSE,17,TRUE,TRUE
1,Down,19,1979680,2039640,Train,FALSE,FALSE,18,TRUE,
1,Down,20,2092680,2152640,Val,FALSE,FALSE,19,TRUE,TRUE
1,Down,21,2202000,2261960,Train,FALSE,FALSE,20,TRUE,
1,Down,22,2318480,2378480,Train,FALSE,FALSE,21,TRUE,
1,Down,23,2420200,2480200,Val,FALSE,FALSE,22,TRUE,TRUE
1,Down,24,2516360,2576320,Train,FALSE,FALSE,23,TRUE,
1,Down,25,2608240,2668240,Val,FALSE,FALSE,24,TRUE,TRUE
1,Down,26,2705320,2765320,Train,FALSE,FALSE,25,TRUE,
1,Down,27,2794200,2854160,Train,FALSE,FALSE,26,TRUE,
1,Down,28,2892760,2952720,Train,FALSE,FALSE,27,TRUE,
1,Down,29,2996640,3056600,Train,FALSE,FALSE,28,TRUE,
1,Down,30,3110640,3170600,Test,FALSE,FALSE,29,TRUE,TRUE
1,Down,31,3215520,3275520,Train,FALSE,FALSE,30,TRUE,
1,Down,32,3314160,3374120,Test,FALSE,FALSE,31,TRUE,TRUE
1,Down,33,3418720,3478680,Test,FALSE,FALSE,32,TRUE,TRUE
1,Down,34,3523480,3583480,Test,FALSE,FALSE,33,TRUE,TRUE
1,Down,35,3620400,3680360,Test,FALSE,FALSE,34,TRUE,TRUE
1,Down,36,3731840,3791840,Val,FALSE,FALSE,35,TRUE,TRUE
1,Down,37,3844360,3904320,Train,FALSE,FALSE,36,TRUE,
1,Down,38,3930720,3990680,Train,FALSE,FALSE,37,TRUE,
1,Down,39,4030040,4090000,Test,FALSE,FALSE,38,TRUE,TRUE
1,Down,40,4117000,4177000,Train,FALSE,FALSE,39,TRUE,
1,Down,41,4206800,4266800,Train,FALSE,FALSE,40,TRUE,
1,Down,42,4290200,4350160,Val,FALSE,FALSE,41,TRUE,TRUE
1,Down,43,4373160,4433120,Val,FALSE,FALSE,42,TRUE,TRUE
1,Down,44,4458400,4518400,Val,FALSE,FALSE,43,TRUE,TRUE
1,Down,45,4546400,4606360,Train,FALSE,FALSE,44,TRUE,
1,Down,46,4704680,4764680,Train,FALSE,FALSE,45,TRUE,
1,Down,47,4798080,4858040,Test,FALSE,FALSE,46,TRUE,TRUE
1,Down,48,4898680,4958680,Val,FALSE,FALSE,47,TRUE,TRUE
1,Down,49,4988520,5048520,Train,FALSE,FALSE,48,TRUE,
1,Down,50,5076560,5136560,Val,FALSE,FALSE,49,TRUE,TRUE
1,Down,51,5174600,5234560,Test,FALSE,FALSE,50,TRUE,TRUE
1,Down,52,5270520,5330520,Train,FALSE,FALSE,51,TRUE,
1,Down,53,5382600,5442560,Train,FALSE,FALSE,52,TRUE,
1,Down,54,5498320,5558280,Train,FALSE,FALSE,53,TRUE,
1,Down,55,5596160,5656120,Train,FALSE,FALSE,54,,
1,Forward,1,75600,135600,Test,FALSE,FALSE,0,TRUE,TRUE
1,Forward,2,192840,252840,Test,FALSE,FALSE,1,TRUE,TRUE
1,Forward,3,318560,378560,Test,FALSE,FALSE,2,TRUE,TRUE
1,Forward,4,436640,496600,Train,FALSE,FALSE,3,TRUE,
1,Forward,5,548520,608480,Train,FALSE,FALSE,4,TRUE,
1,Forward,6,657080,717040,Train,FALSE,FALSE,5,TRUE,
1,Forward,7,768360,828320,Test,FALSE,FALSE,6,TRUE,TRUE
1,Forward,8,884520,944480,Test,FALSE,FALSE,7,,
1,Forward,9,995440,1055440,Train,FALSE,FALSE,8,,
1,Forward,10,1108400,1168360,Train,FALSE,FALSE,9,,
1,Forward,11,1223880,1283880,Train,FALSE,FALSE,10,TRUE,TRUE
1,Forward,12,1332480,1392480,Train,FALSE,FALSE,11,TRUE,TRUE
1,Forward,13,1441920,1501880,Train,FALSE,FALSE,12,TRUE,TRUE
1,Forward,14,1551160,1611120,Train,FALSE,FALSE,13,TRUE,TRUE
1,Forward,15,1661000,1720960,Test,FALSE,FALSE,14,TRUE,TRUE
1,Forward,16,1765600,1825600,Train,FALSE,FALSE,15,TRUE,TRUE
1,Forward,17,1873080,1933040,Train,FALSE,FALSE,16,TRUE,TRUE
1,Forward,18,1992800,2052800,Val,FALSE,FALSE,17,TRUE,TRUE
1,Forward,19,2200480,2260480,Val,FALSE,FALSE,18,TRUE,TRUE
1,Forward,20,2298600,2358600,Train,FALSE,FALSE,19,TRUE,TRUE
1,Forward,21,2399960,2459920,Train,FALSE,FALSE,20,TRUE,
1,Forward,22,2510920,2570920,Test,FALSE,FALSE,21,TRUE,TRUE
1,Forward,23,2617800,2677760,Train,FALSE,FALSE,22,TRUE,
1,Forward,24,2718240,2778240,Val,FALSE,FALSE,23,TRUE,TRUE
1,Forward,25,2816360,2876360,Train,FALSE,FALSE,24,TRUE,
1,Forward,26,2921720,2981720,Val,FALSE,FALSE,25,TRUE,TRUE
1,Forward,27,3033960,3093920,Val,FALSE,FALSE,26,TRUE,TRUE
1,Forward,28,3144560,3204560,Train,FALSE,FALSE,27,TRUE,
1,Forward,29,3260920,3320880,Train,FALSE,FALSE,28,TRUE,
1,Forward,30,3383480,3443440,Train,FALSE,FALSE,29,TRUE,
1,Forward,31,3504640,3564640,Train,FALSE,FALSE,30,TRUE,
1,Forward,32,3621720,3681720,Test,FALSE,FALSE,31,TRUE,TRUE
1,Forward,33,3733920,3793880,Train,FALSE,FALSE,32,TRUE,
1,Forward,34,3845680,3905640,Train,FALSE,FALSE,33,TRUE,
1,Forward,35,3964720,4024720,Val,FALSE,FALSE,34,TRUE,TRUE
1,Forward,36,4161880,4221840,Test,FALSE,FALSE,35,TRUE,TRUE
1,Forward,37,4259080,4319080,Train,FALSE,FALSE,36,TRUE,
1,Forward,38,4352920,4412880,Train,FALSE,FALSE,37,TRUE,
1,Forward,39,4444240,4504200,Train,FALSE,FALSE,38,TRUE,
1,Forward,40,4537240,4597200,Test,FALSE,FALSE,39,TRUE,TRUE
1,Forward,41,4636400,4696400,Train,FALSE,FALSE,40,TRUE,
1,Forward,42,4732640,4792640,Val,FALSE,FALSE,41,TRUE,TRUE
1,Forward,43,4833680,4893680,Train,FALSE,FALSE,42,TRUE,
1,Forward,44,4926640,4986640,Train,FALSE,FALSE,43,TRUE,
1,Forward,45,5028080,5088040,Val,FALSE,FALSE,44,TRUE,TRUE
1,Forward,46,5126600,5186560,Val,FALSE,FALSE,45,TRUE,TRUE
1,Forward,47,5218000,5277960,Train,FALSE,FALSE,46,TRUE,
1,Forward,48,5308560,5368520,Val,FALSE,FALSE,47,TRUE,TRUE
1,Forward,49,5402120,5462120,Val,FALSE,FALSE,48,,
1,Forward,50,5494440,5554400,Test,FALSE,FALSE,49,TRUE,TRUE
1,Forward,51,5581280,5641280,Train,FALSE,FALSE,50,TRUE,
1,Forward,52,5673600,5733600,Train,FALSE,FALSE,51,TRUE,
1,Forward,53,5760120,5820080,Train,FALSE,FALSE,52,TRUE,
1,Forward,54,5847480,5907440,Train,FALSE,FALSE,53,TRUE,
1,Forward,55,5935360,5995360,Train,FALSE,FALSE,54,,
1,Four,1,48880,108840,Train,FALSE,FALSE,0,TRUE,TRUE
1,Four,2,157600,217600,Train,FALSE,FALSE,1,TRUE,TRUE
1,Four,3,269840,329840,Train,FALSE,FALSE,2,TRUE,TRUE
1,Four,4,379480,439440,Val,FALSE,FALSE,3,TRUE,TRUE
1,Four,5,485480,545440,Test,FALSE,FALSE,4,TRUE,TRUE
1,Four,6,594800,654800,Train,FALSE,FALSE,5,TRUE,
1,Four,7,698760,758760,Train,FALSE,FALSE,6,,
1,Four,8,800040,860000,Val,FALSE,FALSE,7,,
1,Four,9,906360,966320,Train,FALSE,FALSE,8,,
1,Four,10,1054240,1114200,Test,FALSE,FALSE,9,,
1,Four,11,1154120,1214120,Val,FALSE,FALSE,10,TRUE,TRUE
1,Four,12,1253640,1313640,Val,FALSE,FALSE,11,TRUE,TRUE
1,Four,13,1357920,1417920,Test,FALSE,FALSE,12,TRUE,TRUE
1,Four,14,1451120,1511120,Train,FALSE,FALSE,13,TRUE,TRUE
1,Four,15,1538520,1598520,Test,FALSE,FALSE,14,TRUE,TRUE
1,Four,16,1667320,1727280,Val,FALSE,FALSE,15,TRUE,TRUE
1,Four,17,1757080,1817040,Test,FALSE,FALSE,16,TRUE,TRUE
1,Four,18,1849280,1909280,Val,FALSE,FALSE,17,TRUE,TRUE
1,Four,19,1948280,2008240,Train,FALSE,FALSE,18,TRUE,TRUE
1,Four,20,2046000,2106000,Train,FALSE,FALSE,19,TRUE,TRUE
1,Four,21,2139400,2199360,Val,FALSE,FALSE,20,TRUE,TRUE
1,Four,22,2232720,2292720,Train,FALSE,FALSE,21,TRUE,TRUE
1,Four,23,2331760,2391760,Train,FALSE,FALSE,22,TRUE,
1,Four,24,2428840,2488800,Test,FALSE,FALSE,23,TRUE,TRUE
1,Four,25,2523840,2583840,Val,FALSE,FALSE,24,TRUE,TRUE
1,Four,26,2625000,2684960,Train,FALSE,FALSE,25,TRUE,
1,Four,27,2740960,2800960,Val,FALSE,FALSE,26,TRUE,TRUE
1,Four,28,2855360,2915360,Train,FALSE,FALSE,27,TRUE,
1,Four,29,2958120,3018120,Train,FALSE,FALSE,28,TRUE,
1,Four,30,3063760,3123720,Train,FALSE,FALSE,29,TRUE,
1,Four,31,3181360,3241360,Train,FALSE,FALSE,30,TRUE,
1,Four,32,3298640,3358600,Train,FALSE,FALSE,31,TRUE,
1,Four,33,3411680,3471680,Train,FALSE,FALSE,32,TRUE,
1,Four,34,3592800,3652760,Test,FALSE,FALSE,33,TRUE,TRUE
1,Four,35,3701160,3761160,Train,FALSE,FALSE,34,TRUE,
1,Four,36,3801560,3861560,Train,FALSE,FALSE,35,TRUE,
1,Four,37,3907440,3967440,Train,FALSE,FALSE,36,TRUE,
1,Four,38,4014320,4074280,Val,FALSE,FALSE,37,TRUE,TRUE
1,Four,39,4118840,4178800,Train,FALSE,FALSE,38,TRUE,
1,Four,40,4215080,4275040,Train,FALSE,FALSE,39,TRUE,
1,Four,41,4309040,4369000,Test,FALSE,FALSE,40,TRUE,TRUE
1,Four,42,4419320,4479280,Test,FALSE,FALSE,41,TRUE,TRUE
1,Four,43,4527560,4587520,Train,FALSE,FALSE,42,TRUE,
1,Four,44,4632240,4692240,Train,FALSE,FALSE,43,TRUE,
1,Four,45,4736720,4796680,Test,FALSE,FALSE,44,TRUE,TRUE
1,Four,46,4835080,4895040,Train,FALSE,FALSE,45,TRUE,
1,Four,47,4934720,4994680,Train,FALSE,FALSE,46,TRUE,
1,Four,48,5031040,5091040,Train,FALSE,FALSE,47,TRUE,
1,Four,49,5137680,5197680,Train,FALSE,FALSE,48,TRUE,
1,Four,50,5238720,5298720,Train,FALSE,FALSE,49,TRUE,
1,Four,51,5347000,5406960,Train,FALSE,FALSE,50,TRUE,
1,Four,52,5452320,5512320,Train,FALSE,FALSE,51,TRUE,
1,Four,53,5546000,5605960,Val,FALSE,FALSE,52,TRUE,TRUE
1,Four,54,5638000,5698000,Test,FALSE,FALSE,53,TRUE,TRUE
1,Four,55,5730120,5790080,Train,FALSE,FALSE,54,,
1,Landing,1,65640,125600,Test,FALSE,FALSE,0,TRUE,TRUE
1,Landing,2,176160,236160,Train,FALSE,FALSE,1,TRUE,TRUE
1,Landing,3,296080,356040,Train,FALSE,FALSE,2,TRUE,
1,Landing,4,412560,472560,Train,FALSE,FALSE,3,TRUE,
1,Landing,5,538520,598480,Train,FALSE,FALSE,4,TRUE,
1,Landing,6,654520,714480,Val,FALSE,FALSE,5,TRUE,TRUE
1,Landing,7,762120,822120,Train,FALSE,FALSE,6,,
1,Landing,8,871440,931440,Test,FALSE,FALSE,7,,
1,Landing,9,977760,1037760,Val,FALSE,FALSE,8,,
1,Landing,10,1085760,1145760,Train,FALSE,FALSE,9,,
1,Landing,11,1191080,1251040,Val,FALSE,FALSE,10,TRUE,TRUE
1,Landing,12,1297920,1357880,Train,FALSE,FALSE,11,TRUE,TRUE
1,Landing,13,1400680,1460640,Train,FALSE,FALSE,12,TRUE,TRUE
1,Landing,14,1508560,1568520,Train,FALSE,FALSE,13,TRUE,TRUE
1,Landing,15,1616840,1676800,Train,FALSE,FALSE,14,TRUE,TRUE
1,Landing,16,1716520,1776480,Train,FALSE,FALSE,15,TRUE,TRUE
1,Landing,17,1819680,1879640,Train,FALSE,FALSE,16,TRUE,TRUE
1,Landing,18,1922400,1982400,Train,FALSE,FALSE,17,TRUE,
1,Landing,19,2020640,2080600,Train,FALSE,FALSE,18,TRUE,
1,Landing,20,2126480,2186440,Val,FALSE,FALSE,19,TRUE,TRUE
1,Landing,21,2231840,2291840,Train,FALSE,FALSE,20,TRUE,
1,Landing,22,2331000,2391000,Train,FALSE,FALSE,21,TRUE,
1,Landing,23,2433200,2493160,Test,FALSE,FALSE,22,TRUE,TRUE
1,Landing,24,2532520,2592520,Train,FALSE,FALSE,23,TRUE,
1,Landing,25,2638760,2698760,Train,FALSE,FALSE,24,TRUE,
1,Landing,26,2783520,2843520,Train,FALSE,FALSE,25,TRUE,
1,Landing,27,2883720,2943720,Train,FALSE,FALSE,26,TRUE,
1,Landing,28,2980280,3040280,Val,FALSE,FALSE,27,TRUE,TRUE
1,Landing,29,3075000,3135000,Train,FALSE,FALSE,28,TRUE,
1,Landing,30,3166080,3226040,Train,FALSE,FALSE,29,TRUE,
